mag_mean_VLF,mag_std_VLF,mag_min_VLF,mag_max_VLF,mag_range_VLF,ph_mean_VLF,ph_std_VLF,ph_min_VLF,ph_max_VLF,ph_range_VLF,mag_mean_LF,mag_std_LF,mag_min_LF,mag_max_LF,mag_range_LF,ph_mean_LF,ph_std_LF,ph_min_LF,ph_max_LF,ph_range_LF,mag_mean_MF,mag_std_MF,mag_min_MF,mag_max_MF,mag_range_MF,ph_mean_MF,ph_std_MF,ph_min_MF,ph_max_MF,ph_range_MF,mag_mean_HF,mag_std_HF,mag_min_HF,mag_max_HF,mag_range_HF,ph_mean_HF,ph_std_HF,ph_min_HF,ph_max_HF,ph_range_HF,voltage_kv,power_mva,age_years,fault_type,severity,anomaly,criticality,transformer_type,timestamp
-16.61324460048986,1.638283022431224,-19.302838853357848,-11.877296565707773,7.4255422876500745,6.2680409322910675,2.4143745775797223,-0.14984978599148935,13.667405745535254,13.817255531526744,-17.28455120653466,1.6791459065646848,-20.35585328124204,-10.552051461555003,9.803801819687038,24.618711723278775,10.798944592793283,3.2190520813877743,59.052513348112036,55.833461266724264,-20.45732000435778,2.318668719394801,-27.20177388654289,-16.844783721403157,10.356990165139734,50.506527676610084,11.424685428984446,28.8168328812753,70.06509710068774,41.248264219412434,-23.732799004349197,1.7932603346777531,-29.046820076206785,-20.825669906529217,8.221150169677568,0.9315061693071381,20.336747002819397,-50.58926578789555,27.59683414192574,78.1860999298213,400,418.6171947440931,15,electrical_fault,0.598,1,0.457,transmission_400kv,2025-09-27 13:48:50.346781
-24.28676485061527,1.6552902639134788,-26.859780342284267,-19.50959029826694,7.350190044017328,6.284674398073862,2.6158285270887838,-0.3023895072890319,13.211360886943618,13.51375039423265,-24.913263382488395,1.8594927108016444,-27.46902414524698,-18.891871292578333,8.577152852668647,24.712695762665373,11.20895259381153,11.409108663794822,59.98986750049861,48.580758836703794,-27.95213876478048,1.946067350429295,-34.05326502603356,-25.473276499294144,8.579988526739413,50.51942892103895,7.7708171778359665,28.218766608851702,62.1573541725733,33.9385875637216,-30.32091228321417,0.6547363304832833,-32.00837080177122,-28.93392147031687,3.0744493314543497,13.44762980098441,7.519184995310686,-2.390780702354048,24.945832829780784,27.336613532134834,11,6.580143812987949,8,healthy,0.0,0,0.02,distribution_11kv,2025-09-22 09:06:50.349108
-20.146605315809776,1.6694187507377907,-22.577296162667604,-15.305058967337471,7.272237195330133,6.187570898322035,2.357584842491613,1.33247109522965,12.308964510160319,10.976493414930669,-20.575378013749035,1.9456527665408887,-23.01071211818437,-14.621695092811187,8.389017025373182,26.407706604282318,12.172001305264862,12.340752517241262,61.1012917207105,48.760539203469236,-24.015201453469448,1.971718327584383,-30.09025157730075,-21.532074413514163,8.558177163786588,50.393850714648075,8.076999686409252,28.124600582527602,61.85231407356012,33.72771349103252,-27.2551298991488,1.8759097117382377,-32.6752189561517,-24.718682448192318,7.956536507959385,0.596162344858448,20.291416791775834,-50.7903796660621,25.115998215003973,75.90637788106608,132,47.348292662188285,9,mechanical_fault,0.204,1,0.142,power_132kv,2025-10-02 11:38:50.352127
-24.23448151093821,1.6731805622356,-26.868852921657762,-19.227715213978453,7.641137707679309,6.28424710506936,2.497817839219547,-1.0786138970979007,14.498432206995862,15.577046104093762,-24.8977179766871,1.8523134495191045,-27.640805591596315,-18.37487417559249,9.265931416003827,24.598727192611115,11.325104397377434,9.18487429282279,62.3185572469387,53.13368295411591,-28.073678428889785,1.9619169842283577,-34.32811551508524,-25.294109819198336,9.0340056958869,50.46601319268521,8.119275549263083,28.503849375034953,62.82843439481157,34.32458501977662,-30.186440382062155,0.6899626323838927,-31.99720028480725,-28.46985285720651,3.5273474276007377,13.841609373306897,7.521527747301755,-5.056153473380973,25.576590946786645,30.63274442016762,11,7.07682792087944,18,healthy,0.0,0,0.045,distribution_11kv,2025-10-11 14:02:50.358128
-24.217391102162644,1.6155122895213692,-26.931572322466163,-19.375128857866386,7.556443464599777,6.168636058723368,2.2597505168879373,1.1674239912676958,14.140548383379215,12.973124392111519,-24.88299932245777,1.816416471211783,-27.2703371688159,-18.47383731218448,8.79649985663142,24.62583573390682,11.106370681923355,12.0967258171201,57.4453061722808,45.3485803551607,-28.046447784827528,1.9494717466988576,-33.77581136150291,-25.365463180602326,8.410348180900584,50.71638063791392,7.652993080020664,30.88755060919165,60.374661535407185,29.487110926215536,-30.22862493806944,0.7005892567862148,-31.756436841951754,-28.703703072207205,3.052733769744549,14.007026202085926,7.361063272757626,-5.683838157863086,25.424173052322665,31.10801121018575,11,15.935568554902343,21,healthy,0.0,0,0.053,distribution_11kv,2025-10-13 20:35:50.360136
-16.663643366570636,1.7364887838169871,-19.326895015924418,-11.916535417105573,7.410359598818845,6.342754172092488,2.4142380251186033,-0.49461490813894127,12.906049558573443,13.400664466712385,-17.35097516032343,1.8464881686316208,-19.757121529073032,-11.058271680105044,8.698849848967988,24.829057179183646,11.487561743730886,11.483936085502656,58.507912359216085,47.02397627371343,-20.487364383871128,2.0122699947240115,-27.169448703276746,-17.417472314713358,9.751976388563389,50.53653782352682,7.980465208770363,29.279960874835638,63.16199387172843,33.88203299689279,-23.75506869267723,1.8249974313046067,-29.05410943937456,-21.406304896083757,7.647804543290803,0.8862062005985519,20.25804547457826,-49.51379725878927,25.96157410403163,75.4753713628209,400,429.3812215037283,39,healthy,0.0,0,0.098,transmission_400kv,2025-09-21 05:54:50.363650
-20.140962186468723,1.7024709456922091,-23.302815190818357,-15.48270654988374,7.820108640934617,6.187040923081783,2.423223293674204,-0.5507408703615528,12.942964653133984,13.493705523495537,-20.8221704206124,1.8533186211301451,-23.112615886112824,-14.948393773784561,8.164222112328263,24.716826753455376,11.40697695305633,11.103346192154461,61.97029056734809,50.866944375193626,-22.91029997866942,1.435034213521165,-28.775265117428937,-18.739121734992125,10.036143382436812,57.410926725611034,8.177684879163818,28.730383552920674,94.93780836900785,66.20742481608718,-24.961108368552228,2.0270151224264414,-30.76178597641764,-20.95265943905785,9.809126537359791,15.73555607155693,22.000546715995835,-46.44707506511618,59.215048475537415,105.6621235406536,132,92.38341506081372,11,partial_discharge,0.815,1,0.676,power_132kv,2025-10-06 10:08:50.369660
-20.19900762990729,1.721558252329574,-23.015997593902732,-14.944627189001313,8.071370404901419,6.082739459155222,2.2800736614802304,1.0088719849608472,11.609644193931917,10.600772208971069,-20.828079079209626,1.8411170844292348,-23.100355011470416,-14.788571983508684,8.311783027961733,24.642973650452767,11.33246998336493,11.352907970504159,58.98410707511729,47.63119910461313,-23.43354863282771,1.5408260599129446,-29.099710862454337,-21.110750335621876,7.988960526832461,54.506910034741175,6.389373549845107,36.46785638560549,73.66330169545128,37.195445309845795,-26.114857221845924,1.9165424180882664,-31.729934123989665,-22.986478074297775,8.74345604969189,8.883663546818736,21.07298049793882,-46.211506014523735,43.83878963781156,90.0502956523353,132,98.92495172683803,24,partial_discharge,0.584,1,0.492,power_132kv,2025-09-23 10:21:50.372662
-16.698204502393672,1.6939275750360139,-19.34833079872586,-12.29388198407232,7.054448814653542,5.888614447535875,2.230836277409965,0.32991611324577086,11.701096342253333,11.371180229007562,-17.334160837422083,1.908764998835277,-19.405147948142883,-11.605516210702072,7.79963173744081,24.972325008520613,11.407049686560562,12.005058151460256,59.48099493163943,47.475936780179175,-20.44410922477165,1.8736029804470622,-25.494434100451922,-18.054046774871036,7.440387325580886,50.11853501324173,7.686719819922506,27.463415016137574,61.396380330444956,33.93296531430738,-23.758333122856175,1.8797314667238243,-28.862578413291125,-21.327941569904905,7.53463684338622,0.6911283013155615,20.189612770727756,-51.53520052961845,24.580240579038133,76.11544110865658,400,447.4621545796888,21,healthy,0.0,0,0.053,transmission_400kv,2025-09-24 05:17:50.374660
-16.651043693702754,1.6792961522733223,-19.061515833806652,-11.480255800641409,7.581260033165243,6.206544418466714,2.3593734825581723,-0.16454572466186868,13.912557205206266,14.077102929868134,-17.27941266315731,1.831249194824015,-19.72801863599622,-11.188821741018668,8.539196894977554,24.697853276388408,11.34072760499949,11.519217847738645,60.74464208688087,49.22542423914223,-20.46134296236943,1.96625946102771,-26.865843816064462,-17.586208923275368,9.279634892789094,50.602790220046465,8.114839660976893,26.86125549503735,61.79051094772683,34.929255452689475,-23.75068826204607,1.8427969344123891,-28.999453588087782,-21.003559914388653,7.995893673699129,0.8893752190491018,20.22384268179961,-52.25284974124777,27.595041006375574,79.84789074762335,400,407.45180370287375,28,healthy,0.0,0,0.07,transmission_400kv,2025-09-23 00:13:50.379663
-24.220331559804567,1.6990625917371855,-26.96625958157405,-19.333654497308284,7.632605084265766,6.2305148348260415,2.2841925060761117,-0.7650666297266913,13.511214153573839,14.27628078330053,-24.586102352777445,1.8944117394476336,-27.26716770760483,-18.485854392623104,8.781313314981727,23.32411279611412,10.85388756155725,9.765730785294561,59.256938548329586,49.49120776303502,-27.2486368187495,1.7911701687243016,-33.258839464491665,-24.840952234235612,8.417887230256053,46.1553518250957,9.000938734010715,21.908444135175316,60.44713622904618,38.538692093870864,-28.574452582486064,0.5890437913062991,-30.19094710314757,-27.110411177692,3.0805359254555675,5.605233674939969,8.656854333552772,-16.15645085843897,18.106282791522013,34.26273364996098,11,10.59222137060489,23,oil_degradation,0.552,1,0.442,distribution_11kv,2025-09-27 23:07:50.384734
-16.634509181201963,1.6754566878978359,-19.784273614731674,-11.631734815345308,8.152538799386367,6.249581609464466,2.33660433017871,-0.16574572338417237,13.130544563294041,13.296290286678214,-16.753122542945665,2.1311739388321174,-19.552187469859305,-9.855445805310922,9.696741664548384,28.096200120589682,13.826328988080377,10.79567125780935,63.40263220910509,52.60696095129575,-20.466462979704513,1.9444789045601922,-26.54525740822681,-17.760255191487726,8.785002216739084,50.40237163757945,7.912664282208705,27.589951791261292,64.79850258205647,37.20855079079518,-23.720563417995933,1.849475551717916,-28.825693075712238,-20.447660759037962,8.378032316674275,0.9303037767142807,20.568287107920664,-52.60018516338531,27.457422468198896,80.0576076315842,400,259.5513060557358,32,mechanical_fault,0.418,1,0.359,transmission_400kv,2025-09-26 05:31:50.392736
